index,gps_code,coordinates,longitude,latitude
3757,SSQN,"-40.41939926147461, -11.772199630737305",-40.41939926147461,-11.772199630737305
3758,SSQO,"-53.88861083984375, -20.082778930664062",-53.88861083984375,-20.082778930664062
3759,SSQP,"-39.287498474121094, -10.478333473205566",-39.287498474121094,-10.478333473205566
3760,SSQQ,"-43.81861114501953, -20.899444580078125",-43.81861114501953,-20.899444580078125
3761,SSQR,"-53.600556, -21.388611",-53.600556,-21.388611
3762,SSQT,"-49.96030044555664, -24.8075008392334",-49.96030044555664,-24.8075008392334
3763,SSQU,"-55.70166778564453, -20.064722061157227",-55.70166778564453,-20.064722061157227
3764,SSQV,"-46.559165954589844, -23.53583335876465",-46.559165954589844,-23.53583335876465
3765,SSQW,"-47.0716667175293, -22.935556411743164",-47.0716667175293,-22.935556411743164
3766,SSQX,"-46.65250015258789, -23.553611755371094",-46.65250015258789,-23.553611755371094
3767,SSQY,"-46.72944259643555, -23.648889541625977",-46.72944259643555,-23.648889541625977
3768,SSQZ,"-45.89459991455078, -12.10669994354248",-45.89459991455078,-12.10669994354248
3769,SSRA,"-53.09944534301758, -21.708332061767578",-53.09944534301758,-21.708332061767578
3770,SSRB,"-54.52777862548828, -21.8477783203125",-54.52777862548828,-21.8477783203125
3771,SSRC,"-54.36833190917969, -21.70305633544922",-54.36833190917969,-21.70305633544922
3772,SSRD,"-55.24833297729492, -23.397499084472656",-55.24833297729492,-23.397499084472656
3773,SSRE,"-53.512699127197266, -25.80120086669922",-53.512699127197266,-25.80120086669922
3774,SSRF,"-39.44670104980469, -12.765700340270996",-39.44670104980469,-12.765700340270996
3775,SSRG,"-54.97666549682617, -22.77666664123535",-54.97666549682617,-22.77666664123535
3776,SSRH,"-55.9827766418457, -20.77805519104004",-55.9827766418457,-20.77805519104004
3777,SIFS,"-56.032548, -20.762013",-56.032548,-20.762013
3778,SSRJ,"-53.81277847290039, -21.873332977294922",-53.81277847290039,-21.873332977294922
3779,SSRK,"-42.99509811401367, -9.513910293579102",-42.99509811401367,-9.513910293579102
3780,SSRL,"-54.18888854980469, -22.037221908569336",-54.18888854980469,-22.037221908569336
3781,SSRM,"-56.2761116027832, -21.01944351196289",-56.2761116027832,-21.01944351196289
3782,SILN,"-49.521372, -26.321385",-49.521372,-26.321385
3783,SSRO,"-54.116943359375, -22.891666412353516",-54.116943359375,-22.891666412353516
3784,SSRP,"-46.78333282470703, -23.200000762939453",-46.78333282470703,-23.200000762939453
3785,SSRQ,"-54.467777252197266, -30.919166564941406",-54.467777252197266,-30.919166564941406
3786,SSRS,"-49.831390380859375, -27.191944122314453",-49.831390380859375,-27.191944122314453
3787,SSRT,"-55.18055725097656, -1.541388988494873",-55.18055725097656,-1.541388988494873
3788,SSRU,"-52.032798767089844, -31.38330078125",-52.032798767089844,-31.38330078125
3789,SSRX,"-51.11277770996094, -12.779999732971191",-51.11277770996094,-12.779999732971191
3790,SSRY,"-52.36111068725586, -29.9727783203125",-52.36111068725586,-29.9727783203125
3791,SSRZ,"-54.92527770996094, -30.27750015258789",-54.92527770996094,-30.27750015258789
3792,SSSA,"-56.19361114501953, -22.02666664123535",-56.19361114501953,-22.02666664123535
3793,SSSB,"-56.034599, -28.6549",-56.034599,-28.6549
3794,SSSC,"-52.412200927734375, -29.684099197387695",-52.412200927734375,-29.684099197387695
3795,SSSD,"-52.54059982299805, -28.863100051879883",-52.54059982299805,-28.863100051879883
3796,SSSE,"-49.393611907958984, -25.57666778564453",-49.393611907958984,-25.57666778564453
3797,SSSF,"-52.44390106201172, -20.10219955444336",-52.44390106201172,-20.10219955444336
3798,SSSG,"-54.267799377441406, -30.344999313354492",-54.267799377441406,-30.344999313354492
3799,SSSH,"-57.011112213134766, -19.199167251586914",-57.011112213134766,-19.199167251586914
3800,SSSI,"-45.01548, -7.868144",-45.01548,-7.868144
3801,SSSN,"-41.01890182495117, -21.7992000579834",-41.01890182495117,-21.7992000579834
3802,SSSO,"-52.032501220703125, -21.41111183166504",-52.032501220703125,-21.41111183166504
3803,SSSP,"-56.310001373291016, -20.0402774810791",-56.310001373291016,-20.0402774810791
3804,SSSQ,"-49.91579818725586, -28.258899688720703",-49.91579818725586,-28.258899688720703
3805,SSSR,"-52.733333587646484, -20.316389083862305",-52.733333587646484,-20.316389083862305
3806,SSSS,"-48.56444549560547, -26.221111297607422",-48.56444549560547,-26.221111297607422
3807,SSST,"-54.842220306396484, -29.21500015258789",-54.842220306396484,-29.21500015258789
3808,SSSV,"-54.755788, -13.820338",-54.755788,-13.820338
3809,SWXL,"-51.950343, -19.722091",-51.950343,-19.722091
3810,SSSX,"-57.016666412353516, -18.933332443237305",-57.016666412353516,-18.933332443237305
3811,SSSY,"-53.51166534423828, -22.516666412353516",-53.51166534423828,-22.516666412353516
3812,SSSZ,"-51.01390075683594, -23.06220054626465",-51.01390075683594,-23.06220054626465
3813,SSTA,"-54.80083465576172, -30.245832443237305",-54.80083465576172,-30.245832443237305
3814,SSTB,"-50.3109016418457, -26.135799407958984",-50.3109016418457,-26.135799407958984
3815,SSTC,"-51.381111145, -29.882778167699996",-51.381111145,-29.882778167699996
3816,SSTD,"-51.59611129760742, -28.550832748413086",-51.59611129760742,-28.550832748413086
3817,SSTF,"-57.130001068115234, -17.872499465942383",-57.130001068115234,-17.872499465942383
3818,SSTG,"-57.05500030517578, -18.469444274902344",-57.05500030517578,-18.469444274902344
3819,SDUE,"-49.682472, -25.520223",-49.682472,-25.520223
3820,SSTI,"-39.165833, -16.457778",-39.165833,-16.457778
3821,SSTJ,"-49.818611145, -27.3491668701",-49.818611145,-27.3491668701
3822,SSTK,"-54.53972244262695, -23.682777404785156",-54.53972244262695,-23.682777404785156
3823,SBTG,"-51.684200286865, -20.754199981689",-51.684200286865,-20.754199981689
3824,SSTN,"-48.211944580078125, -21.678611755371094",-48.211944580078125,-21.678611755371094
3825,SSTO,"-53.89830017089844, -27.512500762939453",-53.89830017089844,-27.512500762939453
3826,SSTP,"-50.320556, -17.970833",-50.320556,-17.970833
3827,SSTQ,"-51.879444, 0.886389",-51.879444,0.886389
3828,SSTR,"-49.24176, -17.93653",-49.24176,-17.93653
3829,SWDR,"-53.444055, -22.610683",-53.444055,-22.610683
3830,SSTT,"-34.905278, -8.074722",-34.905278,-8.074722
3831,SSTU,"-54.10499954223633, -18.729999542236328",-54.10499954223633,-18.729999542236328
3832,SSTY,"-53.176944732666016, -25.5625",-53.176944732666016,-25.5625
3833,SSTZ,"-46.55277633666992, -23.698610305786133",-46.55277633666992,-23.698610305786133
3834,SSUA,"-54.77000045776367, -17.63111114501953",-54.77000045776367,-17.63111114501953
3835,SSUC,"-53.203887939453125, -21.491111755371094",-53.203887939453125,-21.491111755371094
3836,SSUD,"-45.43777847290039, -21.59694480895996",-45.43777847290039,-21.59694480895996
3837,SSUE,"-42.898887634277344, -21.95111083984375",-42.898887634277344,-21.95111083984375
3838,SSUF,"-46.558315, -23.54891",-46.558315,-23.54891
3839,SNOY,"-42.698064, -21.460757",-42.698064,-21.460757
3840,SNFD,"-44.444443, -22.969999",-44.444443,-22.969999
3841,SSUJ,"-47.263057708740234, -23.607221603393555",-47.263057708740234,-23.607221603393555
3842,SSUK,"-46.68722152709961, -23.594444274902344",-46.68722152709961,-23.594444274902344
3843,SSUL,"-49.154167175299996, -25.4769439697",-49.154167175299996,-25.4769439697
3844,SSUM,"-53.31380081176758, -23.7987003326416",-53.31380081176758,-23.7987003326416
3845,SSUN,"-46.44694519042969, -23.470277786254883",-46.44694519042969,-23.470277786254883
3846,SSUO,"-46.330554962200004, -23.4086112976",-46.330554962200004,-23.4086112976
3847,SSUP,"-34.89805603027344, -8.051667213439941",-34.89805603027344,-8.051667213439941
3848,SSUQ,"-55.043331146240234, -20.7549991607666",-55.043331146240234,-20.7549991607666
3849,SSUR,"-52.8722229004, -21.5836105347",-52.8722229004,-21.5836105347
3850,SSUT,"-58.29777908325195, -14.444443702697754",-58.29777908325195,-14.444443702697754
3851,SSUU,"-49.47999954223633, -10.741666793823242",-49.47999954223633,-10.741666793823242
3852,SSUV,"-51.067797, -26.2334",-51.067797,-26.2334
3853,SSUX,"-48.372798919677734, -20.482200622558594",-48.372798919677734,-20.482200622558594
3854,SSUY,"-51.476898193359375, -20.640499114990234",-51.476898193359375,-20.640499114990234
3855,SSUZ,"-50.84166717529297, -20.661666870117188",-50.84166717529297,-20.661666870117188
3856,SSVA,"-57.62916564941406, -19.0625",-57.62916564941406,-19.0625
3857,SSVB,"-53.81999969482422, -23.067222595214844",-53.81999969482422,-23.067222595214844
3858,SSVC,"-50.918331146240234, -28.509721755981445",-50.918331146240234,-28.509721755981445
3859,SSVE,"-55.057777404785156, -23.81277847290039",-55.057777404785156,-23.81277847290039
3860,SSVG,"-55.6533317565918, -22.283889770507812",-55.6533317565918,-22.283889770507812
3861,SSVH,"-55.127777099609375, -22.366943359375",-55.127777099609375,-22.366943359375
3862,SSVI,"-51.14189910888672, -26.99970054626465",-51.14189910888672,-26.99970054626465
3863,SSVK,"-54.156944274902344, -22.794443130493164",-54.156944274902344,-22.794443130493164
3864,SDNL,"-54.677776, -22.521667",-54.677776,-22.521667
3865,SSVN,"-51.56829833984375, -28.934999465942383",-51.56829833984375,-28.934999465942383
3866,SSVO,"-50.1269454956, -20.8716678619",-50.1269454956,-20.8716678619
3867,SSVP,"-53.34416580200195, -33.50222396850586",-53.34416580200195,-33.50222396850586
3868,SSVQ,"-54.988609313964844, -22.4102783203125",-54.988609313964844,-22.4102783203125
3869,SSVR,"-44.085, -22.4978",-44.085,-22.4978
3870,SIZZ,"-47.003283, -23.128289",-47.003283,-23.128289
3871,SSVT,"-58.616111, -15.566667",-58.616111,-15.566667
3872,SSVU,"-44.350278, -17.698889",-44.350278,-17.698889
3873,SSWT,"-56.11861, -21.294443",-56.11861,-21.294443
3874,SSVW,"-59.55694580078125, -14.513055801391602",-59.55694580078125,-14.513055801391602
3875,SDNV,"-56.424667, -18.508231",-56.424667,-18.508231
3876,SSVY,"-48.173301696777344, -20.93779945373535",-48.173301696777344,-20.93779945373535
3877,SSVZ,"-47.754722, -21.163333",-47.754722,-21.163333
3878,SSWB,"-52.36, -24.61",-52.36,-24.61
3879,SSWD,"-53.23640060424805, -27.193599700927734",-53.23640060424805,-27.193599700927734
3880,SSWE,"-50.9474983215332, -21.74388885498047",-50.9474983215332,-21.74388885498047
3881,SSWF,"-53.40250015258789, -27.3477783203125",-53.40250015258789,-27.3477783203125
3882,SSWG,"-46.556111, -21.780833",-46.556111,-21.780833
3883,SSWH,"-47.823611, -21.912222",-47.823611,-21.912222
3884,SSWI,"-46.320833, -23.157222",-46.320833,-23.157222
3885,SSWJ,"-37.794722, -4.457222",-37.794722,-4.457222
3886,SSWK,"-50.49583435058594, -23.031944274902344",-50.49583435058594,-23.031944274902344
3887,SSWL,"-48.21305465698242, -1.2847219705581665",-48.21305465698242,-1.2847219705581665
3888,SSWM,"-51.29999923706055, -23.5",-51.29999923706055,-23.5
3889,SSWN,"-57.592220306396484, -16.22833251953125",-57.592220306396484,-16.22833251953125
3890,SSWO,"-54.07583236694336, -22.966388702392578",-54.07583236694336,-22.966388702392578
3891,SSWP,"-50.20750045776367, -8.742500305175781",-50.20750045776367,-8.742500305175781
3892,SSWQ,"-55.6247222222, -12.5275",-55.6247222222,-12.5275
3893,SSWR,"-54.2952766418457, -21.8880558013916",-54.2952766418457,-21.8880558013916
3894,SSWS,"-53.45920181274414, -30.549400329589844",-53.45920181274414,-30.549400329589844
3895,SSWU,"-49.2605552673, -16.62027778",-49.2605552673,-16.62027778
3896,SDXO,"-50.036105, -23.589072",-50.036105,-23.589072
3897,SSWW,"-55.89472198486328, -18.67416763305664",-55.89472198486328,-18.67416763305664
3898,SSWX,"-56.290557861328125, -19.02805519104004",-56.290557861328125,-19.02805519104004
3899,SSWY,"-47.16722, -23.04861",-47.16722,-23.04861
3900,SSWZ,"-46.2738876343, -18.5094432831",-46.2738876343,-18.5094432831
3901,SSXA,"-50.934444427490234, -23.038610458374023",-50.934444427490234,-23.038610458374023
3902,SSXB,"-56.569698333699996, -17.1602993011",-56.569698333699996,-17.1602993011
3903,SSXC,"-56.08333206176758, -17.049999237060547",-56.08333206176758,-17.049999237060547
3904,SSXD,"-52.86360168457031, -27.98110008239746",-52.86360168457031,-27.98110008239746
3905,SSXF,"-34.892799377441406, -8.111669540405273",-34.892799377441406,-8.111669540405273
3906,SSXG,"-52.956547, -22.486397",-52.956547,-22.486397
3907,SSXH,"-56.29083251953125, -13.6980562210083",-56.29083251953125,-13.6980562210083
3908,SSXI,"-56.79111099243164, -11.179444313049316",-56.79111099243164,-11.179444313049316
3909,SSXJ,"-39.7583312988, -19.4658336639",-39.7583312988,-19.4658336639
3910,SSXK,"-56.741943359375, -12.871944427490234",-56.741943359375,-12.871944427490234
3911,SSXL,"-56.33583450317383, -20.434722900390625",-56.33583450317383,-20.434722900390625
3912,SSXM,"-53.88277816772461, -22.786666870117188",-53.88277816772461,-22.786666870117188
3913,SSXN,"-55.11472222, -8.298333333",-55.11472222,-8.298333333
3914,SSXO,"-52.12916564941406, -23.288888931274414",-52.12916564941406,-23.288888931274414
3915,SSXP,"-48.75611114501953, -3.6202778816223145",-48.75611114501953,-3.6202778816223145
3916,SSXQ,"-51.9738883972168, -19.328611373901367",-51.9738883972168,-19.328611373901367
3917,SSXR,"-51.14611053466797, -2.9513890743255615",-51.14611053466797,-2.9513890743255615
3918,SSXS,"-35.178611755371094, -8.95888900756836",-35.178611755371094,-8.95888900756836
3919,SWCL,"-43.390267, -22.977676",-43.390267,-22.977676
3920,SSXV,"-54.112220764160156, -22.950000762939453",-54.112220764160156,-22.950000762939453
3921,SSLW,"-52.600277, -18.807777",-52.600277,-18.807777
3922,SSXX,"-52.373054504399995, -26.875556945800003",-52.373054504399995,-26.875556945800003
3923,SSXY,"-60.66749954223633, -9.619722366333008",-60.66749954223633,-9.619722366333008
3924,SSXZ,"-50.12916564941406, -19.747499465942383",-50.12916564941406,-19.747499465942383
3925,SSYA,"-49.789101, -24.103901",-49.789101,-24.103901
3926,SSYB,"-53.28333282470703, -18.683332443237305",-53.28333282470703,-18.683332443237305
3927,SIFM,"-52.966901, -19.049771",-52.966901,-19.049771
3928,SSYD,"-49.20805740356445, -7.548056125640869",-49.20805740356445,-7.548056125640869
3929,SSYE,"-58.50166702270508, -15.320833206176758",-58.50166702270508,-15.320833206176758
3930,SSYF,"-48.72055435180664, -18.871667861938477",-48.72055435180664,-18.871667861938477
3931,SDOF,"-46.685619, -23.59502",-46.685619,-23.59502
3932,SSYH,"-46.65999984741211, -23.561389923095703",-46.65999984741211,-23.561389923095703
3933,SSYJ,"-46.75555419921875, -23.761943817138672",-46.75555419921875,-23.761943817138672
3934,SSYL,"-54.56888961791992, -23.341110229492188",-54.56888961791992,-23.341110229492188
3935,SSYM,"-56.616390228271484, -20.086944580078125",-56.616390228271484,-20.086944580078125
3936,SSYN,"-56.66777801513672, -20.081388473510742",-56.66777801513672,-20.081388473510742
3937,SSYO,"-55.614723205566406, -15.262499809265137",-55.614723205566406,-15.262499809265137
3938,SSYQ,"-52.87944412231445, -28.378889083862305",-52.87944412231445,-28.378889083862305
3939,SSYR,"-52.323333740234375, -20.3477783203125",-52.323333740234375,-20.3477783203125
3940,SSYS,"-52.5363883972168, -19.908889770507812",-52.5363883972168,-19.908889770507812
3941,SSYT,"-53.68579864501953, -27.142499923706055",-53.68579864501953,-27.142499923706055
3942,SSYU,"-52.586666107177734, -19.82694435119629",-52.586666107177734,-19.82694435119629
3943,SSYV,"-52.85139083862305, -19.726388931274414",-52.85139083862305,-19.726388931274414
3944,SSYW,"-54.782501220703125, -18.268333435058594",-54.782501220703125,-18.268333435058594
3945,SSYX,"-48.964168548583984, -16.40277862548828",-48.964168548583984,-16.40277862548828
3946,SSYY,"-53.149444580078125, -18.95111083984375",-53.149444580078125,-18.95111083984375
3947,SSYZ,"-55.39611053466797, -22.851110458374023",-55.39611053466797,-22.851110458374023
3948,SSZA,"-56.753334045410156, -17.72222137451172",-56.753334045410156,-17.72222137451172
3949,SSZB,"-56.809444427490234, -18.206666946411133",-56.809444427490234,-18.206666946411133
3950,SSZC,"-55.000831604003906, -18.01972198486328",-55.000831604003906,-18.01972198486328
3951,SSZD,"-37.34333419799805, -5.116666793823242",-37.34333419799805,-5.116666793823242
3952,SSZF,"-56.02166748046875, -18.4777774810791",-56.02166748046875,-18.4777774810791
3953,SSZG,"-52.89638900756836, -19.257221221923828",-52.89638900756836,-19.257221221923828
3954,SSZH,"-54.7147216796875, -23.64611053466797",-54.7147216796875,-23.64611053466797
3955,SSZI,"-35.80055618286133, -9.702777862548828",-35.80055618286133,-9.702777862548828
3956,SSZJ,"-54.501800537109375, -18.180700302124023",-54.501800537109375,-18.180700302124023
3957,SSZK,"-57.30638885498047, -22.2147216796875",-57.30638885498047,-22.2147216796875
3958,SSZL,"-52.168609619140625, -21.454444885253906",-52.168609619140625,-21.454444885253906
3959,SSZM,"-57.551666259765625, -17.830833435058594",-57.551666259765625,-17.830833435058594
3960,SSZN,"-50.92361068725586, -25.181943893432617",-50.92361068725586,-25.181943893432617
3961,SSZP,"-54.2158317565918, -22.69611167907715",-54.2158317565918,-22.69611167907715
3962,SSZQ,"-56.26940155029297, -22.038999557495117",-56.26940155029297,-22.038999557495117
3963,SSZR,"-54.520401, -27.9067",-54.520401,-27.9067
3964,SSZS,"-51.603599548339844, -22.830799102783203",-51.603599548339844,-22.830799102783203
3965,SSZT,"-49.34111022949219, -22.794166564941406",-49.34111022949219,-22.794166564941406
3966,SWUU,"-53.049556, -19.503125",-53.049556,-19.503125
3967,SSZV,"-51.53305435180664, -12.061944007873535",-51.53305435180664,-12.061944007873535
3968,SBPG,"-50.1441, -25.1847",-50.1441,-25.1847
3969,SSZX,"-50.970279693603516, -19.5272216796875",-50.970279693603516,-19.5272216796875
3970,SSZY,"-50.78138732910156, -19.809999465942383",-50.78138732910156,-19.809999465942383
3971,SSZZ,"-54.40888977050781, -17.713056564331055",-54.40888977050781,-17.713056564331055
3972,SWAA,"-50.592777, -14.5439",-50.592777,-14.5439
3973,SWAB,"-46.856843, -23.486573",-46.856843,-23.486573
3974,SWAC,"-43.91452, -19.96895",-43.91452,-19.96895
3975,SWAD,"-49.597006, -18.260878",-49.597006,-18.260878
3976,SWAE,"-63.169445, 3.551929",-63.169445,3.551929
3977,SWMZ,"-54.667221, -16.483887",-54.667221,-16.483887
3978,SWAG,"-46.076944, -10.424722",-46.076944,-10.424722
3979,SSWA,"-52.654444, -10.706667",-52.654444,-10.706667
3980,SWAJ,"-53.266308, -33.215966",-53.266308,-33.215966
3981,SWAK,"-67.60055541992188, 1.0663889646530151",-67.60055541992188,1.0663889646530151
3982,SWAM,"-49.151692, -23.64966",-49.151692,-23.64966
3983,SWAN,"-57.0172233581543, -14.50027847290039",-57.0172233581543,-14.50027847290039
3984,SWAO,"-67.38390350341797, 1.799720048904419",-67.38390350341797,1.799720048904419
3985,SWAP,"-57.317222595214844, -15.333610534667969",-57.317222595214844,-15.333610534667969
3986,SWAQ,"-62.409400939941406, 3.7633299827575684",-62.409400939941406,3.7633299827575684
3987,SWAR,"-51.586387634277344, -13.082777976989746",-51.586387634277344,-13.082777976989746
3988,SWAS,"-47.883609771728516, -15.806111335754395",-47.883609771728516,-15.806111335754395
3989,SWAU,"-48.58, -19.95",-48.58,-19.95
3990,SWAV,"-57.4547233581543, -14.07277774810791",-57.4547233581543,-14.07277774810791
3991,SWAW,"-47.88249969482422, -15.806111335754395",-47.88249969482422,-15.806111335754395
3992,SWAX,"-45.845278, -10.748889",-45.845278,-10.748889
3993,SWAY,"-51.83639907836914, -15.723899841308594",-51.83639907836914,-15.723899841308594
3994,SWAZ,"-69.30055236816406, 0.39972200989723206",-69.30055236816406,0.39972200989723206
3995,SWBA,"-49.04280090332031, -18.125600814819336",-49.04280090332031,-18.125600814819336
3996,SWBB,"-57.18305587768555, -15.058610916137695",-57.18305587768555,-15.058610916137695
3997,SWBC,"-62.919601, -0.981292",-62.919601,-0.981292
3998,SWBE,"-40.8938, -4.0428",-40.8938,-4.0428
3999,SWBF,"-49.491943359375, -10.005000114440918",-49.491943359375,-10.005000114440918
4000,SWBG,"-59.3848, -15.1934",-59.3848,-15.1934
4001,SWBH,"-48.600555419921875, -11.01694393157959",-48.600555419921875,-11.01694393157959
4002,SWBI,"-57.0578994751, -2.79241991043",-57.0578994751,-2.79241991043
4003,SWBJ,"-52.040000915527344, -13.255000114440918",-52.040000915527344,-13.255000114440918
4004,SWBK,"-45.8325, -13.089444",-45.8325,-13.089444
4005,SWBM,"-42.732444, -21.375625",-42.732444,-21.375625
4006,SWBN,"-56.39277648925781, -16.946388244628906",-56.39277648925781,-16.946388244628906
4007,SWBO,"-49.649166107177734, -14.2747220993042",-49.649166107177734,-14.2747220993042
4008,SWBP,"-49.2511100769043, -16.51361083984375",-49.2511100769043,-16.51361083984375
4009,SWBQ,"-59.7172203064, -13.733611106899998",-59.7172203064,-13.733611106899998
4010,SWBR,"-59.60240173339844, -4.4063401222229",-59.60240173339844,-4.4063401222229
4011,SWBS,"-68.73390197753906, -11.016900062561035",-68.73390197753906,-11.016900062561035
4012,SWBT,"-55.81861114501953, -10.371110916137695",-55.81861114501953,-10.371110916137695
4013,SWBU,"-55.08305740356445, -10.215556144714355",-55.08305740356445,-10.215556144714355
4014,SWBV,"-64.493635, 4.003466",-64.493635,4.003466
4015,SWBW,"-60.0344429016, -14.7683334351",-60.0344429016,-14.7683334351
4016,SWBX,"-55.2283325195, -17.4911117554",-55.2283325195,-17.4911117554
4017,SWBY,"-49.700557708740234, -18.050556182861328",-49.700557708740234,-18.050556182861328
4018,SWIX,"-55.764263, -12.60692",-55.764263,-12.60692
4019,SWCA,"-66.89749908447266, -4.871520042419434",-66.89749908447266,-4.871520042419434
4020,SWCB,"-46.711208, -13.006213",-46.711208,-13.006213
4021,SWCC,"-60.60139, -13.6222",-60.60139,-13.6222
4022,SWCD,"-48.64659881591797, -15.93529987335205",-48.64659881591797,-15.93529987335205
4023,SWDD,"-55.398701, -16.2043",-55.398701,-16.2043
4024,SWCF,"-60.47861099243164, -13.730278015136719",-60.47861099243164,-13.730278015136719
4025,SWCH,"-57.067222595214844, -10.00027847290039",-57.067222595214844,-10.00027847290039
4026,SWCI,"-46.550021, -14.223138",-46.550021,-14.223138
4027,SJLZ,"-49.712237, -11.835873",-49.712237,-11.835873
4028,SWCK,"-52.717220306396484, -12.683610916137695",-52.717220306396484,-12.683610916137695
4029,SWCL,"-57.41583251953125, -9.546667098999023",-57.41583251953125,-9.546667098999023
4030,SIRM,"-52.933202, -13.994372",-52.933202,-13.994372
4031,SWCO,"-51.209720611572266, -14.715556144714355",-51.209720611572266,-14.715556144714355
4032,SWCP,"-57.926387786865234, -13.628610610961914",-57.926387786865234,-13.628610610961914
4033,SWCQ,"-64.25160217285156, -12.421099662780762",-64.25160217285156,-12.421099662780762
4034,SWCR,"-57.16722106933594, -17.83388900756836",-57.16722106933594,-17.83388900756836
4035,SNHE,"-49.9037, -11.975223",-49.9037,-11.975223
4036,SWCV,"-60.0855560303, -15.489443779",-60.0855560303,-15.489443779
4037,SWCX,"-60.700557708740234, -13.700278282165527",-60.700557708740234,-13.700278282165527
4038,SWCZ,"-49.604698181152344, -15.34469985961914",-49.604698181152344,-15.34469985961914
4039,SIBA,"-53.573424, -16.93555",-53.573424,-16.93555
4040,SDPH,"-50.328188, -12.822572",-50.328188,-12.822572
4041,SWDG,"-49.164722, -21.744444",-49.164722,-21.744444
4042,SWDH,"-47.89818, -21.951226",-47.89818,-21.951226
4043,SWDI,"-49.33388900756836, -11.733611106872559",-49.33388900756836,-11.733611106872559
4044,SNOH,"-52.036239, -14.85733",-52.036239,-14.85733
4045,SWDK,"-61.168609619140625, -13.019721984863281",-61.168609619140625,-13.019721984863281
4046,SWDL,"-38.440159, -12.992708",-38.440159,-12.992708
4047,SWDM,"-56.40039825439453, -14.376899719238281",-56.40039825439453,-14.376899719238281
4048,SWDN,"-46.846698761, -11.5953998566",-46.846698761,-11.5953998566
4049,SWDO,"-56.41722106933594, -14.816944122314453",-56.41722106933594,-14.816944122314453
4050,SWDP,"-47.92417, -23.175",-47.92417,-23.175
4051,SNES,"-55.266176, -16.437618",-55.266176,-16.437618
4052,SWDT,"-57.700557708740234, -14.283611297607422",-57.700557708740234,-14.283611297607422
4053,SWDV,"-57.76388931274414, -16.734722137451172",-57.76388931274414,-16.734722137451172
4054,SWDW,"-56.16722106933594, -13.116944313049316",-56.16722106933594,-13.116944313049316
4055,SWDX,"-43.175486, -22.907299",-43.175486,-22.907299
4056,SWDY,"-50.377498626708984, -14.754721641540527",-50.377498626708984,-14.754721641540527
4057,SWDZ,"-58.530277252197266, -15.289443969726562",-58.530277252197266,-15.289443969726562
4058,SWEA,"-60.270319, -13.450612",-60.270319,-13.450612
4059,SWEB,"-58.0261116027832, -11.567500114440918",-58.0261116027832,-11.567500114440918
4060,SWEC,"-52.095600128174, -15.896699905396",-52.095600128174,-15.896699905396
4061,SWED,"-49.121665954589844, -7.7572221755981445",-49.121665954589844,-7.7572221755981445
4062,SWEE,"-71.560798645, -4.52377986908",-71.560798645,-4.52377986908
4063,SWEF,"-51.34, -14.80166667",-51.34,-14.80166667
4064,SWEG,"-55.669166564941406, -16.833332061767578",-55.669166564941406,-16.833332061767578
4065,SWEI,"-69.87979888916016, -6.639530181884766",-69.87979888916016,-6.639530181884766
4066,SWEJ,"-55.91830062866211, -16.53890037536621",-55.91830062866211,-16.53890037536621
4067,SWEK,"-52.27055740356445, -13.574443817138672",-52.27055740356445,-13.574443817138672
4068,SWEL,"-51.91666793823242, -15.058333396911621",-51.91666793823242,-15.058333396911621
4069,SWEM,"-54.003334045399995, -14.618888855",-54.003334045399995,-14.618888855
4070,SWEN,"-56.100555419921875, -9.941944122314453",-56.100555419921875,-9.941944122314453
4071,SWEO,"-61.54999923706055, 0.20972199738025665",-61.54999923706055,0.20972199738025665
4072,SWEP,"-50.984144, -22.804612",-50.984144,-22.804612
4073,SWER,"-56.063331604003906, -15.469721794128418",-56.063331604003906,-15.469721794128418
4074,SIEM,"-58.799697, -13.312904",-58.799697,-13.312904
4075,SIRR,"-61.662983, 0.797558",-61.662983,0.797558
4076,SWEV,"-56.087501525878906, -16.251699447631836",-56.087501525878906,-16.251699447631836
4077,SWEW,"-58.63166809082031, -15.842222213745117",-58.63166809082031,-15.842222213745117
4078,SWEZ,"-56.481109619140625, -15.25027847290039",-56.481109619140625,-15.25027847290039
4079,SWFA,"-47.61722183227539, -16.25055694580078",-47.61722183227539,-16.25055694580078
4080,SWFC,"-54.842777252197266, -16.167221069335938",-54.842777252197266,-16.167221069335938
4081,SWFD,"-58.048057556152344, -11.716667175292969",-58.048057556152344,-11.716667175292969
4082,SWFE,"-56.11277770996094, -13.314443588256836",-56.11277770996094,-13.314443588256836
4083,SWFF,"-54.83833312988281, -10.723610877990723",-54.83833312988281,-10.723610877990723
4084,SWFG,"-51.6775016784668, -12.029999732971191",-51.6775016784668,-12.029999732971191
4085,SWFH,"-49.980831146240234, -9.746944427490234",-49.980831146240234,-9.746944427490234
4086,SWFI,"-47.01, -23.605001",-47.01,-23.605001
4087,SWFK,"-48.238609313964844, -15.074722290039062",-48.238609313964844,-15.074722290039062
4088,SWFL,"-50.41722106933594, -10.116944313049316",-50.41722106933594,-10.116944313049316
4089,SWFN,"-60.02111053466797, -3.0727779865264893",-60.02111053466797,-3.0727779865264893
4090,SWFO,"-56.71110916137695, -15.346388816833496",-56.71110916137695,-15.346388816833496
4091,SWFP,"-52.0325012207, -10.6388893127",-52.0325012207,-10.6388893127
