index,gps_code,coordinates,longitude,latitude
1310,SDSD,"-60.951436, 4.411792",-60.951436,4.411792
1311,SDSE,"-50.61555480957031, -21.47333335876465",-50.61555480957031,-21.47333335876465
1312,SDSF,"-43.372501373291016, -22.962778091430664",-43.372501373291016,-22.962778091430664
1313,SDSG,"-48.52111053466797, -22.752500534057617",-48.52111053466797,-22.752500534057617
1314,SDSH,"-49.212223052978516, -22.295555114746094",-49.212223052978516,-22.295555114746094
1315,SDZR,"-46.654558, -23.56379",-46.654558,-23.56379
1316,SDSJ,"-47.93360137939453, -20.7455997467041",-47.93360137939453,-20.7455997467041
1317,SDSK,"-42.50694274902344, -22.92972183227539",-42.50694274902344,-22.92972183227539
1318,SDSL,"-46.65444564819336, -23.557222366333008",-46.65444564819336,-23.557222366333008
1319,SDSM,"-48.54249954223633, -22.76472282409668",-48.54249954223633,-22.76472282409668
1320,SDSN,"-46.686668395996094, -23.59055519104004",-46.686668395996094,-23.59055519104004
1321,SDSO,"-51.81111145019531, -22.003889083862305",-51.81111145019531,-22.003889083862305
1322,SDSQ,"-47.656944274902344, -21.72361183166504",-47.656944274902344,-21.72361183166504
1323,SDSR,"-47.102779388427734, -23.658611297607422",-47.102779388427734,-23.658611297607422
1324,SDST,"-47.7761116027832, -21.88194465637207",-47.7761116027832,-21.88194465637207
1325,SDSU,"-47.192222595214844, -22.800556182861328",-47.192222595214844,-22.800556182861328
1326,SDSV,"-48.171112060546875, -21.327777862548828",-48.171112060546875,-21.327777862548828
1327,SDSW,"-62.564564, -13.053664",-62.564564,-13.053664
1328,SDSX,"-46.743984, -23.526045",-46.743984,-23.526045
1329,SDSZ,"-46.65966, -23.5581",-46.65966,-23.5581
1330,SDTA,"-47.880001068115234, -23.33194351196289",-47.880001068115234,-23.33194351196289
1331,SDTB,"-46.57472229003906, -23.127777099609375",-46.57472229003906,-23.127777099609375
1332,SDTC,"-46.660831451416016, -23.6027774810791",-46.660831451416016,-23.6027774810791
1333,SDTE,"-49.07590103149414, -23.219999313354492",-49.07590103149414,-23.219999313354492
1334,SDTF,"-47.878299713134766, -23.331899642944336",-47.878299713134766,-23.331899642944336
1335,SDTG,"-46.68583297729492, -23.592777252197266",-46.68583297729492,-23.592777252197266
1336,SDTH,"-48.495277404785156, -23.147499084472656",-48.495277404785156,-23.147499084472656
1337,SDTI,"-51.5988883972168, -21.393056869506836",-51.5988883972168,-21.393056869506836
1338,SDTJ,"-46.684444427490234, -23.59583282470703",-46.684444427490234,-23.59583282470703
1339,SDTK,"-44.723357, -23.224044",-44.723357,-23.224044
1340,SDTL,"-46.6780548096, -23.520832061799997",-46.6780548096,-23.520832061799997
1341,SDTM,"-46.8528, -23.4931",-46.8528,-23.4931
1342,SWAS,"-47.947913, -21.121212",-47.947913,-21.121212
1343,SDTO,"-49.79309844970703, -21.263599395751953",-49.79309844970703,-21.263599395751953
1344,SDTP,"-50.50510025024414, -21.88909912109375",-50.50510025024414,-21.88909912109375
1345,SWXK,"-51.207886, -18.229061",-51.207886,-18.229061
1346,SDTR,"-57.41777801513672, -20.883333206176758",-57.41777801513672,-20.883333206176758
1347,SDTS,"-54.41583251953125, -20.341388702392578",-54.41583251953125,-20.341388702392578
1348,SDTU,"-46.64194444, -23.63638889",-46.64194444,-23.63638889
1349,SDTV,"-46.73609924316406, -23.62809944152832",-46.73609924316406,-23.62809944152832
1350,SDTW,"-55.100555419921875, -20.32611083984375",-55.100555419921875,-20.32611083984375
1351,SDTX,"-51.35749816894531, -20.54194450378418",-51.35749816894531,-20.54194450378418
1352,SDTY,"-48.114898681640625, -21.339799880981445",-48.114898681640625,-21.339799880981445
1353,SDTZ,"-57.111942291259766, -20.11916732788086",-57.111942291259766,-20.11916732788086
1354,SDUA,"-56.315834045410156, -3.508610963821411",-56.315834045410156,-3.508610963821411
1355,SDUB,"-45.075599670410156, -23.441099166870117",-45.075599670410156,-23.441099166870117
1356,SDUC,"-60.188598, 4.426748",-60.188598,4.426748
1357,SDUD,"-48.316200256347656, -21.332300186157227",-48.316200256347656,-21.332300186157227
1358,SDUE,"-50.12111282348633, -21.511943817138672",-50.12111282348633,-21.511943817138672
1359,SDUF,"-57.497222, -21.080556",-57.497222,-21.080556
1360,SDUG,"-48.06639862060547, -21.130800247192383",-48.06639862060547,-21.130800247192383
1361,SWRM,"-53.345331, -21.542281",-53.345331,-21.542281
1362,SDUI,"-46.69444274902344, -23.5130558013916",-46.69444274902344,-23.5130558013916
1363,SDUJ,"-46.682777404785156, -23.58416748046875",-46.682777404785156,-23.58416748046875
1364,SDUK,"-52.9019432068, -14.0966672897",-52.9019432068,-14.0966672897
1365,SDUL,"-47.920555114746094, -21.20166778564453",-47.920555114746094,-21.20166778564453
1366,SDUM,"-46.59694290161133, -23.506389617919922",-46.59694290161133,-23.506389617919922
1367,SDUN,"-41.8759002686, -21.219299316399997",-41.8759002686,-21.219299316399997
1368,SIGL,"-38.380199, -12.1751",-38.380199,-12.1751
1369,SDUP,"-46.636112213134766, -23.54805564880371",-46.636112213134766,-23.54805564880371
1370,SDUQ,"-50.60689926147461, -22.42690086364746",-50.60689926147461,-22.42690086364746
1371,SDUR,"-50.190834045410156, -25.051944732666016",-50.190834045410156,-25.051944732666016
1372,SDUY,"-57.839962, -7.958802",-57.839962,-7.958802
1373,SDUT,"-46.7227783203125, -23.650833129882812",-46.7227783203125,-23.650833129882812
1374,SDUU,"-50.86833, -21.91111",-50.86833,-21.91111
1375,SDUV,"-40.232426, -20.177503",-40.232426,-20.177503
1376,SDUW,"-46.342201232910156, -21.64189910888672",-46.342201232910156,-21.64189910888672
1377,SDUX,"-48.9075, -27.1069444444",-48.9075,-27.1069444444
1378,SDUY,"-43.18139, -22.91722",-43.18139,-22.91722
1379,SNZL,"-49.764333, -22.947486",-49.764333,-22.947486
1380,SDVA,"-46.9555549621582, -21.83222198486328",-46.9555549621582,-21.83222198486328
1381,SDVB,"-47.41416549682617, -23.43777847290039",-47.41416549682617,-23.43777847290039
1382,SJWC,"-46.579167, -23.517221",-46.579167,-23.517221
1383,SDVD,"-43.148612, -22.410936",-43.148612,-22.410936
1384,SDVE,"-49.81719970703125, -22.230199813842773",-49.81719970703125,-22.230199813842773
1385,SDVF,"-60.181388, 4.589723",-60.181388,4.589723
1386,SDVG,"-50.00450134277344, -20.463199615478516",-50.00450134277344,-20.463199615478516
1387,SDVH,"-46.63472366333008, -23.004167556762695",-46.63472366333008,-23.004167556762695
1388,SDVI,"-57.5, -14.65",-57.5,-14.65
1389,SDVJ,"-50.455, -8.7225",-50.455,-8.7225
1390,SDVL,"-43.7136116027832, -22.242778778076172",-43.7136116027832,-22.242778778076172
1391,SDVN,"-54.841111, -23.286944",-54.841111,-23.286944
1392,SDVO,"-46.655556, -23.567499",-46.655556,-23.567499
1393,SDVP,"-60.493611, 4.333889",-60.493611,4.333889
1394,SDVQ,"-57.64, -21.19",-57.64,-21.19
1395,SDVR,"-46.358056, -23.537778",-46.358056,-23.537778
1396,SDVS,"-48.03419876098633, -21.072799682617188",-48.03419876098633,-21.072799682617188
1397,SWHW,"-46.196448, -23.523661",-46.196448,-23.523661
1398,SDVV,"-46.322222, -23.641944",-46.322222,-23.641944
1399,SDVW,"-45.633888244628906, -23.060556411743164",-45.633888244628906,-23.060556411743164
1400,SDVZ,"-49.269168853759766, -25.42472267150879",-49.269168853759766,-25.42472267150879
1401,SDWA,"-44.19357, -23.04182",-44.19357,-23.04182
1402,SDWB,"-46.651668548583984, -23.566110610961914",-46.651668548583984,-23.566110610961914
1403,SDWC,"-54.8297233581543, -7.360278129577637",-54.8297233581543,-7.360278129577637
1404,SDWD,"-48.60499954223633, -20.43083381652832",-48.60499954223633,-20.43083381652832
1405,SDWE,"-48.162776947021484, -21.28416633605957",-48.162776947021484,-21.28416633605957
1406,SDWF,"-43.342220306396484, -22.86111068725586",-43.342220306396484,-22.86111068725586
1407,SDWG,"-51.924720764160156, -22.06305694580078",-51.924720764160156,-22.06305694580078
1408,SDWH,"-49.936100006103516, -21.188600540161133",-49.936100006103516,-21.188600540161133
1409,SDWI,"-35.63, -8.17",-35.63,-8.17
1410,SDWJ,"-53.39027786254883, -8.7252779006958",-53.39027786254883,-8.7252779006958
1411,SDWK,"-47.76750183105469, -20.001667022705078",-47.76750183105469,-20.001667022705078
1412,SDWL,"-47.0750007629, -23.191667556799995",-47.0750007629,-23.191667556799995
1413,SDWN,"-48.772499084472656, -20.34749984741211",-48.772499084472656,-20.34749984741211
1414,SDWO,"-62.579077, 3.862133",-62.579077,3.862133
1415,SIIQ,"-45.606737, -22.734935",-45.606737,-22.734935
1416,SSAW,"-46.848781, -23.503225",-46.848781,-23.503225
1417,SDWT,"-46.6966667175293, -23.60944366455078",-46.6966667175293,-23.60944366455078
1418,SDWU,"-57.7405548096, -21.708332061799997",-57.7405548096,-21.708332061799997
1419,SDWV,"-51.953758, -2.572744",-51.953758,-2.572744
1420,SDWW,"-49.065834045410156, -26.725833892822266",-49.065834045410156,-26.725833892822266
1421,SDWX,"-57.2158317565918, -5.490832805633545",-57.2158317565918,-5.490832805633545
1422,SDWY,"-46.64083480834961, -23.564722061157227",-46.64083480834961,-23.564722061157227
1423,SDWZ,"-50.562228, -21.190584",-50.562228,-21.190584
1424,SDXA,"-60.004514, 4.211866",-60.004514,4.211866
1425,SDXB,"-47.645198822021484, -16.791000366210938",-47.645198822021484,-16.791000366210938
1426,SSTO,"-46.649376, -23.579962",-46.649376,-23.579962
1427,SDXE,"-48.35609817504883, -21.264799118041992",-48.35609817504883,-21.264799118041992
1428,SDXF,"-47.53089904785156, -14.121000289916992",-47.53089904785156,-14.121000289916992
1429,SDXH,"-47.3252792358, -23.251110076900005",-47.3252792358,-23.251110076900005
1430,SDXI,"-48.47666549682617, -4.238611221313477",-48.47666549682617,-4.238611221313477
1431,SDXJ,"-53.15333, -18.48667",-53.15333,-18.48667
1432,SDXK,"-60.116667, 4.413334",-60.116667,4.413334
1433,SDXL,"-42.336944580078125, -22.037778854370117",-42.336944580078125,-22.037778854370117
1434,SIIB,"-41.889898, -22.77403",-41.889898,-22.77403
1435,SDXN,"-48.700677, -26.634535",-48.700677,-26.634535
1436,SDXO,"-50.9716682434082, -20.727500915527344",-50.9716682434082,-20.727500915527344
1437,SDXP,"-46.02027893066406, -23.42388916015625",-46.02027893066406,-23.42388916015625
1438,SDXQ,"-51.575557708740234, -20.906944274902344",-51.575557708740234,-20.906944274902344
1439,SJZL,"-57.158207, -22.2216",-57.158207,-22.2216
1440,SDXS,"-46.705833435058594, -23.594167709350586",-46.705833435058594,-23.594167709350586
1441,SDXV,"-46.99222183227539, -23.11722183227539",-46.99222183227539,-23.11722183227539
1442,SDXW,"-55.133827, -18.996412",-55.133827,-18.996412
1443,SDXX,"-44.750831604003906, -22.509443283081055",-44.750831604003906,-22.509443283081055
1444,SDXY,"-50.04582977294922, -29.780277252197266",-50.04582977294922,-29.780277252197266
1445,SDXZ,"-46.81833267211914, -23.59000015258789",-46.81833267211914,-23.59000015258789
1446,SDYA,"-46.685279846191406, -23.59666633605957",-46.685279846191406,-23.59666633605957
1447,SDYB,"-48.34000015258789, -23.7852783203125",-48.34000015258789,-23.7852783203125
1448,SDYC,"-41.90166854859999, -22.7747211456",-41.90166854859999,-22.7747211456
1449,SDYD,"-44.19641, -23.0399",-44.19641,-23.0399
1450,SWDO,"-46.701277, -22.941489",-46.701277,-22.941489
1451,SDYF,"-55.99305725097656, -13.106666564941406",-55.99305725097656,-13.106666564941406
1452,SDYG,"-48.350276947021484, -24.161388397216797",-48.350276947021484,-24.161388397216797
1453,SDYH,"-47.08277893066406, -22.929166793823242",-47.08277893066406,-22.929166793823242
1454,SDYI,"-45.40250015258789, -17.917499542236328",-45.40250015258789,-17.917499542236328
1455,SDYJ,"-51.34805679321289, -22.225555419921875",-51.34805679321289,-22.225555419921875
1456,SDYK,"-43.11805725097656, -22.892221450805664",-43.11805725097656,-22.892221450805664
1457,SDSO,"-44.290159, -23.022986",-44.290159,-23.022986
1458,SDYM,"-47.411944, -22.603889",-47.411944,-22.603889
1459,SDYN,"-51.29888916015625, -22.58888816833496",-51.29888916015625,-22.58888816833496
1460,SDYO,"-46.461387634277344, -23.554166793823242",-46.461387634277344,-23.554166793823242
1461,SDYP,"-46.334442138671875, -22.98611068725586",-46.334442138671875,-22.98611068725586
1462,SDYR,"-46.69944381713867, -23.599443435668945",-46.69944381713867,-23.599443435668945
1463,SDYS,"-48.631111, -27.173611",-48.631111,-27.173611
1464,SDYT,"-63.986944, 3.763889",-63.986944,3.763889
1465,SDYV,"-46.64805603027344, -23.60333251953125",-46.64805603027344,-23.60333251953125
1466,SDYW,"-48.88180160522461, -23.9414005279541",-48.88180160522461,-23.9414005279541
1467,SDYX,"-42.260555267333984, -4.8541669845581055",-42.260555267333984,-4.8541669845581055
1468,SDYY,"-47.02333450317383, -22.850278854370117",-47.02333450317383,-22.850278854370117
1469,SDYZ,"-46.60139083862305, -23.56833267211914",-46.60139083862305,-23.56833267211914
1470,SDZA,"-49.411109924316406, -22.005556106567383",-49.411109924316406,-22.005556106567383
1471,SDZB,"-46.28444290161133, -23.98555564880371",-46.28444290161133,-23.98555564880371
1472,SDZC,"-62.668889, 2.708055",-62.668889,2.708055
1473,SDZD,"-47.361942291259766, -23.425277709960938",-47.361942291259766,-23.425277709960938
1474,SDZE,"-46.828563, -23.701441",-46.828563,-23.701441
1475,SDZF,"-47.467459, -15.98442",-47.467459,-15.98442
1476,SDZG,"-40.2975, -5.9334",-40.2975,-5.9334
1477,SDZH,"-45.49330139160156, -22.890399932861328",-45.49330139160156,-22.890399932861328
1478,SDZJ,"-43.831043, -15.28387",-43.831043,-15.28387
1479,SDZK,"-63.709722, 2.991667",-63.709722,2.991667
1480,SDZL,"-55.689011, -18.610784",-55.689011,-18.610784
1481,SDCB,"-48.818298, -23.9224",-48.818298,-23.9224
1482,SDZN,"-60.219015, 4.804871",-60.219015,4.804871
1483,SDZO,"-60.443718, 4.576131",-60.443718,4.576131
1484,SDZR,"-48.328609466552734, -21.412221908569336",-48.328609466552734,-21.412221908569336
1485,SDZS,"-49.0797004699707, -20.579999923706055",-49.0797004699707,-20.579999923706055
1486,SDZT,"-48.97694396972656, -20.310832977294922",-48.97694396972656,-20.310832977294922
1487,SDZU,"-52.1977767944, -22.122499465900002",-52.1977767944,-22.122499465900002
1488,SDZV,"-49.470001220703125, -22.476110458374023",-49.470001220703125,-22.476110458374023
1489,SDZW,"-51.294166564941406, -20.81166648864746",-51.294166564941406,-20.81166648864746
1490,SDZX,"-53.133056, -14.815556",-53.133056,-14.815556
1491,SBZM,"-43.1730575562, -21.5130558014",-43.1730575562,-21.5130558014
1492,SDZZ,"-48.543888092041016, -21.79777717590332",-48.543888092041016,-21.79777717590332
1493,SIAA,"-46.63833236694336, -23.39472198486328",-46.63833236694336,-23.39472198486328
1494,SIAD,"-57.34805679321289, -21.008888244628906",-57.34805679321289,-21.008888244628906
1495,SIAE,"-45.170555114746094, -22.78611183166504",-45.170555114746094,-22.78611183166504
1496,SWSJ,"-58.885555, -13.741112",-58.885555,-13.741112
1497,SIAG,"-49.264442443847656, -16.721111297607422",-49.264442443847656,-16.721111297607422
1498,SIAH,"-40.27888870239258, -20.2369441986084",-40.27888870239258,-20.2369441986084
1499,SIAI,"-56.918888092041016, -16.23611068725586",-56.918888092041016,-16.23611068725586
1500,SIAJ,"-39.164382, -16.983451",-39.164382,-16.983451
1501,SWQV,"-46.54985, -23.729557",-46.54985,-23.729557
1502,SIAL,"-34.982083, -8.434359",-34.982083,-8.434359
1503,SIQF,"-48.286419, -20.697327",-48.286419,-20.697327
1504,SIAK,"-51.220483, -30.030145",-51.220483,-30.030145
1505,SIAO,"-55.25194549560547, -19.629722595214844",-55.25194549560547,-19.629722595214844
1506,SIAQ,"-56.098333, -15.506389",-56.098333,-15.506389
1507,SIAR,"-50.046112, -22.799168",-50.046112,-22.799168
1508,SIAS,"-43.32722091674805, -22.77638816833496",-43.32722091674805,-22.77638816833496
1509,SIAT,"-38.60139083862305, -12.738611221313477",-38.60139083862305,-12.738611221313477
1510,SIAU,"-56.27000045776367, -16.483333587646484",-56.27000045776367,-16.483333587646484
1511,SIAV,"-46.8300018311, -23.564722061199998",-46.8300018311,-23.564722061199998
1512,SIAW,"-47.516389, -3.739167",-47.516389,-3.739167
1513,SIAX,"-56.17250061035156, -7.550278186798096",-56.17250061035156,-7.550278186798096
1514,SIAY,"-50.53166580200195, -20.741943359375",-50.53166580200195,-20.741943359375
1515,SIAZ,"-35.70083236694336, -9.625",-35.70083236694336,-9.625
1516,SIBB,"-46.65194320678711, -23.564443588256836",-46.65194320678711,-23.564443588256836
1517,SIBC,"-41.29472351074219, -21.877777099609375",-41.29472351074219,-21.877777099609375
1518,SIBE,"-38.53181, -3.719069",-38.53181,-3.719069
1519,SIBF,"-48.11861038208008, -24.719167709350586",-48.11861038208008,-24.719167709350586
1520,SIBG,"-46.655277252197266, -23.563888549804688",-46.655277252197266,-23.563888549804688
1521,SIBH,"-46.736942291259766, -23.546667098999023",-46.736942291259766,-23.546667098999023
1522,SIBI,"-46.288612365722656, -24.002500534057617",-46.288612365722656,-24.002500534057617
1523,SIBK,"-44.761112213100006, -17.519443512",-44.761112213100006,-17.519443512
1524,SIBL,"-48.45833206176758, -1.4375",-48.45833206176758,-1.4375
1525,SIBM,"-46.58027648925781, -23.616943359375",-46.58027648925781,-23.616943359375
1526,SIBN,"-49.432498931884766, -23.071388244628906",-49.432498931884766,-23.071388244628906
1527,SNYY,"-52.794753, -24.261562",-52.794753,-24.261562
1528,SIBP,"-46.369998931884766, -23.31861114501953",-46.369998931884766,-23.31861114501953
1529,SIBQ,"-46.8136100769043, -23.495555877685547",-46.8136100769043,-23.495555877685547
1530,SIBR,"-47.6694450378418, -20.981943130493164",-47.6694450378418,-20.981943130493164
1531,SIBS,"-46.400001525878906, -23.79861068725586",-46.400001525878906,-23.79861068725586
1532,SIBT,"-47.286186, -22.732322",-47.286186,-22.732322
1533,SIBU,"-37.75619888305664, -6.36253023147583",-37.75619888305664,-6.36253023147583
1534,SIBV,"-54.488609313964844, -21.448610305786133",-54.488609313964844,-21.448610305786133
1535,SIBW,"-38.496498107910156, -7.558229923248291",-38.496498107910156,-7.558229923248291
1536,SIBX,"-50.24333190917969, -21.091110229492188",-50.24333190917969,-21.091110229492188
1537,SIBY,"-37.13999938964844, -7.87824010848999",-37.13999938964844,-7.87824010848999
1538,SIBZ,"-38.112701416015625, -7.311659812927246",-38.112701416015625,-7.311659812927246
1539,SICA,"-38.502777099609375, -6.704166889190674",-38.502777099609375,-6.704166889190674
1540,SICB,"-36.13999938964844, -6.487500190734863",-36.13999938964844,-6.487500190734863
1541,SICC,"-47.28666687011719, -22.38888931274414",-47.28666687011719,-22.38888931274414
1542,SICD,"-41.446388244628906, -21.578611373901367",-41.446388244628906,-21.578611373901367
1543,SICF,"-46.733890533447266, -23.619443893432617",-46.733890533447266,-23.619443893432617
